Qualification_Measurement,Lot,Wafer,Measurement,Temperature_C,Pressure_Torr,TMA_Pulse_s,H2O_Pulse_s,Purge_s,GPC_nm_per_cycle,Film_Thickness_nm,Thickness_Uniformity_1sigma_%,Film_Stress_MPa,Film_Density_g_cm3,Surface_Roughness_nm_RMS,Defect_Density_per_cm2,Cycle_Time_s,Throughput_cycles_per_hour,Thickness_Deviation_%,Thickness_OK,GPC_OK,Uniformity_OK,Stress_OK,Density_OK,Roughness_OK,Defectivity_OK,Qualification_OK
1086,22,8,1,199.9065755550035,0.9843454839510711,1.0004072352974969,1.0020554631155316,5.002961887095399,0.10061374250282802,10.043715390907218,1.0137708008250386,51.53984225115962,2.9994267499345275,0.19463582021758147,5.104519456954016,12.008386472603826,299.79048460949457,0.43715390907218316,True,True,True,True,True,True,True,True
1087,22,8,2,199.9065755550035,0.9843454839510711,1.0004072352974969,1.0020554631155316,5.002961887095399,0.09989272642009411,9.975838790629616,0.9657831220282802,50.94387907846851,2.9989091050479413,0.20548756776601795,5.099826564449158,12.008386472603826,299.79048460949457,-0.24161209370383574,True,True,True,True,True,True,True,True
1088,22,8,3,199.9065755550035,0.9843454839510711,1.0004072352974969,1.0020554631155316,5.002961887095399,0.10000462846843952,9.998568986185418,1.0422716865048638,50.39730690714107,2.996556427636352,0.19506426662522647,5.159011237113147,12.008386472603826,299.79048460949457,-0.014310138145816607,True,True,True,True,True,True,True,True
1089,22,8,4,199.9065755550035,0.9843454839510711,1.0004072352974969,1.0020554631155316,5.002961887095399,0.09994601892599532,9.98189398685343,0.9671789197679947,50.35257585965411,2.9972960838587253,0.20056828659713447,5.163063257398752,12.008386472603826,299.79048460949457,-0.18106013146569566,True,True,True,True,True,True,True,True
1090,22,8,5,199.9065755550035,0.9843454839510711,1.0004072352974969,1.0020554631155316,5.002961887095399,0.10021491404562287,10.030435066289984,1.034902261205567,51.16743097694899,2.9994510109920838,0.19640328421125453,5.354501739203428,12.008386472603826,299.79048460949457,0.30435066289983936,True,True,True,True,True,True,True,True
1091,22,9,1,199.9065755550035,0.9843454839510711,1.0004072352974969,1.0020554631155316,5.002961887095399,0.09976599108017538,9.982626000582847,0.9796639875633157,49.74136072015305,2.9951600041186413,0.19960666803068589,5.140275962518227,12.008386472603826,299.79048460949457,-0.17373999417152675,True,True,True,True,True,True,True,True
1092,22,9,2,199.9065755550035,0.9843454839510711,1.0004072352974969,1.0020554631155316,5.002961887095399,0.10051708418797023,10.098925557033317,0.9842601246684383,50.613143591038494,2.9919963672108056,0.19908657210529546,5.281894199834074,12.008386472603826,299.79048460949457,0.9892555703331674,True,True,True,True,True,True,True,True
1093,22,9,3,199.9065755550035,0.9843454839510711,1.0004072352974969,1.0020554631155316,5.002961887095399,0.10005445409788814,9.993761182805933,0.9795508112027115,50.434489636942864,2.9989370156029516,0.1976848261371728,5.111608182215248,12.008386472603826,299.79048460949457,-0.062388171940668265,True,True,True,True,True,True,True,True
1094,22,9,4,199.9065755550035,0.9843454839510711,1.0004072352974969,1.0020554631155316,5.002961887095399,0.10031010759888656,10.05563296358079,0.9760582200293499,50.712007311950984,2.996921194706627,0.2011725541955717,5.369950349111685,12.008386472603826,299.79048460949457,0.5563296358078951,True,True,True,True,True,True,True,True
1095,22,9,5,199.9065755550035,0.9843454839510711,1.0004072352974969,1.0020554631155316,5.002961887095399,0.09992955416029752,9.989875181896926,0.9957982031270852,52.34000797911519,2.9971175345886274,0.20182779005674317,4.989275166682698,12.008386472603826,299.79048460949457,-0.10124818103074418,True,True,True,True,True,True,True,True
1096,22,10,1,199.9065755550035,0.9843454839510711,1.0004072352974969,1.0020554631155316,5.002961887095399,0.10033917300500299,10.077717162599503,0.9732872647054083,50.51637077675545,2.99875741417922,0.1989323099768675,5.179140792770214,12.008386472603826,299.79048460949457,0.7771716259950345,True,True,True,True,True,True,True,True
1097,22,10,2,199.9065755550035,0.9843454839510711,1.0004072352974969,1.0020554631155316,5.002961887095399,0.10073127172005528,10.087797652279242,0.9991870949193878,52.02111996188381,2.9977804114631055,0.19895765212714725,4.975952675898832,12.008386472603826,299.79048460949457,0.877976522792423,True,True,True,True,True,True,True,True
1098,22,10,3,199.9065755550035,0.9843454839510711,1.0004072352974969,1.0020554631155316,5.002961887095399,0.09992211433137337,9.988026083574791,1.0093959985994585,50.92567783627615,2.9989357171302764,0.19600303495247826,5.1528049185262965,12.008386472603826,299.79048460949457,-0.1197391642520884,True,True,True,True,True,True,True,True
1099,22,10,4,199.9065755550035,0.9843454839510711,1.0004072352974969,1.0020554631155316,5.002961887095399,0.10006781076470504,10.018421775157082,1.0011130756901991,50.35781174221332,3.000026616053417,0.1978763473549032,5.307138204174328,12.008386472603826,299.79048460949457,0.18421775157081655,True,True,True,True,True,True,True,True
1100,22,10,5,199.9065755550035,0.9843454839510711,1.0004072352974969,1.0020554631155316,5.002961887095399,0.10008770986931394,9.98379946216227,1.0061711568741856,50.958472517383306,3.0005956263953286,0.19588194128939027,5.357383106704317,12.008386472603826,299.79048460949457,-0.16200537837729456,True,True,True,True,True,True,True,True
1101,23,1,1,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10037693469986586,10.018646514393671,1.021104813276678,50.838446267032595,2.998036583639586,0.18848503427715443,4.936085855067522,12.043107387435759,298.9261728045189,0.18646514393671154,True,True,True,True,True,True,True,True
1102,23,1,2,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.09997815421955691,9.946410038010441,1.0645218528004823,50.91054227112939,3.001218090267798,0.19177464405901887,4.87207833271646,12.043107387435759,298.9261728045189,-0.5358996198955879,True,True,True,True,True,True,True,True
1103,23,1,3,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10010841929426922,10.05640977933194,1.0391562173685476,50.378512509545395,3.003082761013444,0.1886762758337787,4.774448915847649,12.043107387435759,298.9261728045189,0.564097793319398,True,True,True,True,True,True,True,True
1104,23,1,4,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10018301851371655,10.000539843855046,1.0522819540191342,51.09432906944862,3.000095171651448,0.19393337796224772,4.899880951835205,12.043107387435759,298.9261728045189,0.005398438550461293,True,True,True,True,True,True,True,True
1105,23,1,5,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10010089509060115,9.971248373362771,1.020896381364439,50.91660083669095,3.007154254671976,0.19723403861641461,4.89581852731222,12.043107387435759,298.9261728045189,-0.28751626637228966,True,True,True,True,True,True,True,True
1106,23,2,1,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.1000877341958534,9.990067403503028,1.040843539888237,50.97011638842956,3.0045455367945677,0.1955987618301541,4.963315774511047,12.043107387435759,298.9261728045189,-0.0993259649697187,True,True,True,True,True,True,True,True
1107,23,2,2,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10023993196221641,10.067707927412656,0.9876699392527197,50.580920546913724,3.00084179542886,0.19366299825515482,5.004355720195196,12.043107387435759,298.9261728045189,0.6770792741265552,True,True,True,True,True,True,True,True
1108,23,2,3,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.09993901654149571,9.998308332711265,1.0319590073427782,49.91304995707339,2.9990278041397005,0.19303973116428197,4.927244499751912,12.043107387435759,298.9261728045189,-0.016916672887354878,True,True,True,True,True,True,True,True
1109,23,2,4,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10014872258075957,9.970059407625183,1.0405003523558236,50.606890697857764,3.000082076061071,0.18973906115737937,4.681916850960308,12.043107387435759,298.9261728045189,-0.299405923748175,True,True,True,True,True,True,True,True
1110,23,2,5,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.1000568671483893,9.991355961301226,0.9757754226745902,51.755970411265864,2.999700564661952,0.19423238921737532,4.9319234384768995,12.043107387435759,298.9261728045189,-0.08644038698774281,True,True,True,True,True,True,True,True
1111,23,3,1,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10026053667376589,10.024916312432218,0.9880005339190014,51.0663127572144,3.003434911769371,0.19121970536942096,4.7639176742565725,12.043107387435759,298.9261728045189,0.24916312432218035,True,True,True,True,True,True,True,True
1112,23,3,2,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10049823211853141,10.045812814079456,1.0107750197228047,51.44378976402249,3.002851522069056,0.19644279891028435,4.997675986292223,12.043107387435759,298.9261728045189,0.4581281407945603,True,True,True,True,True,True,True,True
1113,23,3,3,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10055895694203869,10.090410581142168,1.0095428940414963,51.779157072117975,3.0013424897461785,0.1944319354445468,4.780489295348419,12.043107387435759,298.9261728045189,0.904105811421676,True,True,True,True,True,True,True,True
1114,23,3,4,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.09936970244584833,9.914334425955072,0.977658980349918,50.59404505532123,3.0017152281216846,0.19525705021748116,4.829846060885708,12.043107387435759,298.9261728045189,-0.856655740449277,True,True,True,True,True,True,True,True
1115,23,3,5,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10034376963514567,10.01298910916122,1.036128468968752,52.10196319823577,2.9973540638020437,0.1930367936644253,5.073419680291176,12.043107387435759,298.9261728045189,0.12989109161219758,True,True,True,True,True,True,True,True
1116,23,4,1,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.1001903641505028,10.020530555682889,0.9999704592680699,50.48100973673181,3.001829060409811,0.19202034393965542,5.085631684379968,12.043107387435759,298.9261728045189,0.20530555682888976,True,True,True,True,True,True,True,True
1117,23,4,2,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.1002645984480073,10.005825806537395,1.08575949810188,51.02348192158201,3.0016899028728705,0.19383003224887918,4.8521819062039935,12.043107387435759,298.9261728045189,0.0582580653739484,True,True,True,True,True,True,True,True
1118,23,4,3,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10020794457345875,10.030724226079927,0.9981566710904326,50.65834990288172,3.0016035895458026,0.19708159302568626,5.313506906750677,12.043107387435759,298.9261728045189,0.3072422607992742,True,True,True,True,True,True,True,True
1119,23,4,4,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.09991697491864518,9.968183493637778,1.0513703341130518,50.534048411006054,2.9997550974333915,0.1925540713318618,4.8915642059134115,12.043107387435759,298.9261728045189,-0.3181650636222244,True,True,True,True,True,True,True,True
1120,23,4,5,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10043747750324215,10.071898086432425,1.0311351749976003,50.91184655503276,3.0019816296847,0.19778834706678153,5.102839507731062,12.043107387435759,298.9261728045189,0.7189808643242479,True,True,True,True,True,True,True,True
1121,23,5,1,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.09997361395962227,10.016807494523679,1.010648946745182,51.5353534293606,3.001877178716903,0.20050215349653575,5.056503130675974,12.043107387435759,298.9261728045189,0.16807494523678912,True,True,True,True,True,True,True,True
1122,23,5,2,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10045906790120472,10.039962463232113,0.9811877682584326,50.87681975677404,2.999973258700125,0.19253335384061476,5.055406727111632,12.043107387435759,298.9261728045189,0.39962463232113166,True,True,True,True,True,True,True,True
1123,23,5,3,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.1002374738370483,9.97779799980266,1.0599028692513595,50.666540045893974,2.998982876867109,0.19854356965063172,4.843116797322531,12.043107387435759,298.9261728045189,-0.22202000197340865,True,True,True,True,True,True,True,True
1124,23,5,4,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10007661869412925,10.003574191712348,0.9943047133134705,52.79055120217026,3.0004488104308313,0.19220371740438136,4.857590102084326,12.043107387435759,298.9261728045189,0.03574191712347741,True,True,True,True,True,True,True,True
1125,23,5,5,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10017161820849867,10.070950357324453,1.002902099745454,50.23018641581329,3.0024698536978494,0.1908748508680018,5.163660895310782,12.043107387435759,298.9261728045189,0.7095035732445254,True,True,True,True,True,True,True,True
1126,23,6,1,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.09975668878659887,9.971474963157666,0.9961609043190351,52.61791607314836,3.0009359039531676,0.19272300427888034,4.884866601575909,12.043107387435759,298.9261728045189,-0.2852503684233376,True,True,True,True,True,True,True,True
1127,23,6,2,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10051173441201375,10.045963611860552,1.0103711014565748,49.52870133434412,3.0041849689401605,0.19329393499908676,5.144773930016701,12.043107387435759,298.9261728045189,0.45963611860551973,True,True,True,True,True,True,True,True
1128,23,6,3,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10020407100318206,10.050577450041649,1.039066088105886,50.09357559912764,3.00038715181891,0.1966729852940049,5.063864376559133,12.043107387435759,298.9261728045189,0.5057745004164893,True,True,True,True,True,True,True,True
1129,23,6,4,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.09999152878768115,10.039803801975461,1.0270495429328228,50.348548835515125,3.0017594328179715,0.18756697519848714,5.068471786187578,12.043107387435759,298.9261728045189,0.3980380197546119,True,True,True,True,True,True,True,True
1130,23,6,5,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10000214562895128,10.038279818175397,1.0343190862196425,51.360936891581964,3.001244655945025,0.19223919056086944,5.062252136268348,12.043107387435759,298.9261728045189,0.3827981817539694,True,True,True,True,True,True,True,True
1131,23,7,1,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10024516807840686,9.98629230903571,1.0466069307837529,51.26309815887573,3.0031174429009635,0.19238714800235596,5.117630145378575,12.043107387435759,298.9261728045189,-0.13707690964290364,True,True,True,True,True,True,True,True
1132,23,7,2,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10023441100080716,10.036497208005295,1.0410060842788227,51.525861451967195,3.004400628212583,0.19007981026978063,4.9617276550704075,12.043107387435759,298.9261728045189,0.36497208005295434,True,True,True,True,True,True,True,True
1133,23,7,3,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10013278371020912,10.038352696824235,1.0543567285166775,51.635251504907416,2.998992549753732,0.19297721773801615,5.01502478555702,12.043107387435759,298.9261728045189,0.38352696824235366,True,True,True,True,True,True,True,True
1134,23,7,4,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10046416848624941,9.983778157571503,1.0216466797501125,50.46820137595624,3.001180393988289,0.1920898166734866,4.874934887168744,12.043107387435759,298.9261728045189,-0.16221842428496558,True,True,True,True,True,True,True,True
1135,23,7,5,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10030079468086528,9.995154856755363,1.001482648730887,50.62501341956093,3.0022312168490406,0.19521332137830733,5.161345547723543,12.043107387435759,298.9261728045189,-0.04845143244637029,True,True,True,True,True,True,True,True
1136,23,8,1,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10002822018472858,9.946133136484082,0.9603808784510219,50.702820754754,3.000996244715512,0.19411556300598007,5.223906076498895,12.043107387435759,298.9261728045189,-0.5386686351591763,True,True,True,True,True,True,True,True
1137,23,8,2,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.09979556028326181,9.914678220045554,1.0218767960436226,50.66245234912805,2.9985883033868745,0.195933925647877,5.040427781469129,12.043107387435759,298.9261728045189,-0.8532177995444635,True,True,True,True,True,True,True,True
1138,23,8,3,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10007905601631323,10.012982107292496,1.0572862340343845,50.42613066555846,2.999470090755351,0.19188555863140092,4.792395248103479,12.043107387435759,298.9261728045189,0.12982107292495826,True,True,True,True,True,True,True,True
1139,23,8,4,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10019568400987498,10.072740520817636,0.9976230899010889,51.79565408444714,2.9985486362943696,0.19551828734836546,5.0005258193450866,12.043107387435759,298.9261728045189,0.7274052081763571,True,True,True,True,True,True,True,True
1140,23,8,5,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10005494733840238,9.993096655951552,0.9740196400644187,48.987513360039465,3.0000665629888736,0.19658386773402714,4.853669165216285,12.043107387435759,298.9261728045189,-0.06903344048447835,True,True,True,True,True,True,True,True
1141,23,9,1,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.09984164546489266,10.02199223629149,1.027754446501576,51.873628540435796,3.0024204003139126,0.19587599984228185,4.736173540011242,12.043107387435759,298.9261728045189,0.21992236291490386,True,True,True,True,True,True,True,True
1142,23,9,2,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10002023591636833,9.970417225929626,1.0126383048191687,50.27366740135972,3.003546285904037,0.19168962806476328,5.018513980841627,12.043107387435759,298.9261728045189,-0.29582774070373574,True,True,True,True,True,True,True,True
1143,23,9,3,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10025007406256754,10.045205964435821,1.0214269345597535,50.27725361821034,3.0001738913985196,0.19605145862013393,5.003916139273438,12.043107387435759,298.9261728045189,0.45205964435821144,True,True,True,True,True,True,True,True
1144,23,9,4,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.09974316007665969,9.974939537445326,1.0162226385181308,49.67369963909928,3.0025369324684568,0.1948626386776335,5.0216682895805835,12.043107387435759,298.9261728045189,-0.25060462554673535,True,True,True,True,True,True,True,True
1145,23,9,5,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.09947492425533158,9.997889442287061,1.0249092440496232,51.1502962783306,3.0032507323441875,0.19840965732798127,5.056202206795998,12.043107387435759,298.9261728045189,-0.021105577129389985,True,True,True,True,True,True,True,True
1146,23,10,1,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10014237733011688,10.034978877843596,0.9877181307296824,52.38587590771945,3.0004919037583377,0.191112977374651,4.9856898545372115,12.043107387435759,298.9261728045189,0.3497887784359577,True,True,True,True,True,True,True,True
1147,23,10,2,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10009571357295967,10.000852677814596,0.9927027637542261,51.77065162070297,3.003581761638612,0.19004151360799007,4.7622007451648205,12.043107387435759,298.9261728045189,0.00852677814595637,True,True,True,True,True,True,True,True
1148,23,10,3,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.09993028041846094,9.998486978781113,0.9797454365130497,50.82905740627455,3.00147176280372,0.197346806475358,4.896651842142598,12.043107387435759,298.9261728045189,-0.015130212188871894,True,True,True,True,True,True,True,True
1149,23,10,4,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.10029275157054963,10.042850327972886,0.9920053438528776,52.20760393500425,2.9993303938402045,0.19589689556351828,4.825244578051093,12.043107387435759,298.9261728045189,0.42850327972885793,True,True,True,True,True,True,True,True
1150,23,10,5,200.0922651531589,1.0194934448854267,1.0010753342286092,0.999414379689894,5.021308836758628,0.1003224543663901,10.013482697972313,1.0855947774305277,50.918979672195505,3.0042303891767417,0.1965331715770313,4.86565190264122,12.043107387435759,298.9261728045189,0.13482697972312607,True,True,True,True,True,True,True,True
1151,24,1,1,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10009233830905566,10.012051310790334,0.9820392401667202,49.80047426875614,3.000643319292367,0.21718400577976554,4.827469071193883,12.000950016036054,299.9762514792216,0.12051310790333503,True,True,True,True,True,True,True,True
1152,24,1,2,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10086555096640641,10.074875110749737,1.0354052653022934,50.14427404979342,2.9985773903368154,0.20981767490573844,4.662688335447409,12.000950016036054,299.9762514792216,0.7487511074973696,True,True,True,True,True,True,True,True
1153,24,1,3,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.1002222942995617,9.952093559821844,0.9771885612654798,49.67056592953357,3.0005171827212025,0.20761890269106753,4.77015317506632,12.000950016036054,299.9762514792216,-0.47906440178156373,True,True,True,True,True,True,True,True
1154,24,1,4,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.1004427804161552,10.010542152290986,1.0524315826297344,49.36463382284978,2.9978813662508563,0.20961957742289006,4.759421189658367,12.000950016036054,299.9762514792216,0.10542152290986095,True,True,True,True,True,True,True,True
1155,24,1,5,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10071461320110682,10.111703159251482,1.0423743693192455,49.71270684522378,2.9999150728047783,0.21437097684883216,4.575332804305717,12.000950016036054,299.9762514792216,1.1170315925148167,True,True,True,True,True,True,True,True
1156,24,2,1,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10071593467650856,10.08276683626873,1.0014032542574882,49.065735655855384,3.000712064045291,0.21574012991725533,4.906209816794877,12.000950016036054,299.9762514792216,0.8276683626873015,True,True,True,True,True,True,True,True
1157,24,2,2,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10086112059400201,10.118661914365825,0.9731091221472733,50.27124623762616,2.9966742820180086,0.2131970520816373,4.632532182684564,12.000950016036054,299.9762514792216,1.1866191436582518,True,True,True,True,True,True,True,True
1158,24,2,3,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10024658694282204,9.997061345363724,1.0379802370027478,49.14443717381031,2.998989769660097,0.21986392815434172,4.646712388151231,12.000950016036054,299.9762514792216,-0.02938654636276183,True,True,True,True,True,True,True,True
1159,24,2,4,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10044710740341031,10.031771493346808,0.9980892242923676,49.331507276818144,3.0013512558368802,0.21385539795824954,4.823697979857791,12.000950016036054,299.9762514792216,0.31771493346807844,True,True,True,True,True,True,True,True
1160,24,2,5,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.1007161159846769,10.074694361013563,1.0307879258279788,50.38992985463426,2.999769863204247,0.20822386415320168,5.103766368270871,12.000950016036054,299.9762514792216,0.7469436101356308,True,True,True,True,True,True,True,True
1161,24,3,1,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10065323090733276,10.057154742042037,1.0033886104828822,48.68567754249853,3.0019829867652064,0.2145460126817651,4.62530761077204,12.000950016036054,299.9762514792216,0.571547420420373,True,True,True,True,True,True,True,True
1162,24,3,2,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10051301416658665,10.043193064918126,1.0160011841306713,48.789286186609125,2.9999159103088338,0.21512514976554037,4.779154870424326,12.000950016036054,299.9762514792216,0.4319306491812646,True,True,True,True,True,True,True,True
1163,24,3,3,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10042442621815643,10.06882050463062,1.0257133399117504,49.060465070558216,2.999353781201004,0.20972348591029522,4.642580077510646,12.000950016036054,299.9762514792216,0.688205046306205,True,True,True,True,True,True,True,True
1164,24,3,4,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10070897968167437,10.047772138535917,0.9989388285669267,50.620243936376035,2.997551560916921,0.20798617127163163,4.6738509298464725,12.000950016036054,299.9762514792216,0.4777213853591711,True,True,True,True,True,True,True,True
1165,24,3,5,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10030391734906323,10.029696088066649,1.0742920971521748,49.328685088718096,2.999594783990821,0.20634346318767113,4.822517138644974,12.000950016036054,299.9762514792216,0.29696088066648585,True,True,True,True,True,True,True,True
1166,24,4,1,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10072151719838565,10.094019800802826,1.0171048972002443,48.65755531288613,3.0034279828476445,0.20861359157208992,4.527324855121945,12.000950016036054,299.9762514792216,0.9401980080282613,True,True,True,True,True,True,True,True
1167,24,4,2,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10057240317234946,10.096349518453632,0.9548766826480104,49.942685823314456,3.0002661226166674,0.21201703639008643,4.730557629438896,12.000950016036054,299.9762514792216,0.9634951845363204,True,True,True,True,True,True,True,True
1168,24,4,3,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10069282981119719,10.130264434756462,1.0190976581296223,50.084205515792846,3.0000988921706386,0.21147328394059298,4.6861616299845865,12.000950016036054,299.9762514792216,1.3026443475646232,True,True,True,True,True,True,True,True
1169,24,4,4,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10037588549066971,10.080014298809647,1.0175339733940387,50.262568603215094,2.997463909071737,0.21104454166020695,4.670624251750377,12.000950016036054,299.9762514792216,0.800142988096475,True,True,True,True,True,True,True,True
1170,24,4,5,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10063413923445592,10.084316579452434,0.9999117887212163,49.966056318890814,2.999196927488286,0.21075506263240695,4.926004983364724,12.000950016036054,299.9762514792216,0.8431657945243387,True,True,True,True,True,True,True,True
1171,24,5,1,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10020638637141872,10.003499094056577,0.9912157296380381,47.63227126463916,2.9995438503752743,0.2076011858884664,4.809200288103556,12.000950016036054,299.9762514792216,0.03499094056577334,True,True,True,True,True,True,True,True
1172,24,5,2,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10032299787126615,10.026516918087307,1.0089941849545625,49.49987797447419,2.9999730211954154,0.2090051979829565,4.850775610891952,12.000950016036054,299.9762514792216,0.26516918087306607,True,True,True,True,True,True,True,True
1173,24,5,3,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10100990343011054,10.106398457370677,0.9999819587708781,50.63887643630219,3.000574109615808,0.21418384036618401,4.610405455266806,12.000950016036054,299.9762514792216,1.0639845737067688,True,True,True,True,True,True,True,True
1174,24,5,4,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10094221062236534,10.128501645406963,1.010948591726023,50.821819162518175,2.9989317189842652,0.21256875511788031,4.918215723822706,12.000950016036054,299.9762514792216,1.285016454069634,True,True,True,True,True,True,True,True
1175,24,5,5,200.19885833210728,1.0110105332813373,1.0074166678660286,0.9880195498911658,5.002756899139429,0.10072756933713574,10.093796129261866,1.0156599348161635,50.52679836221791,2.9986721364452307,0.2115794363478131,4.540835059947549,12.000950016036054,299.9762514792216,0.9379612926186631,True,True,True,True,True,True,True,True
